,Unnamed: 0,A.5_Expected Number of Deaths,A.5_Expected Annual Damage,Expected Evacuation Costs,Expected Annual Damage,Total Investment Costs,Expected Number of Deaths
45516,45516,0.3256988060276581,269314087.8179057,0.0,282223016.9720153,178303379.54230642,0.3479669030775644
45517,45517,0.0,0.0,0.0,2570095531.578283,178303379.54230642,1.7953267905787444
45518,45518,0.0,0.0,0.0,2270318012.9535565,178303379.54230642,1.773450673585364
45519,45519,0.5612989547403644,625690462.5081016,0.0,741886801.0790849,178303379.54230642,0.6327376150848729
45520,45520,0.0,0.0,0.0,26933027.914755017,178303379.54230642,0.0286206978972935
45521,45521,0.0,0.0,0.0,104747597.55868962,178303379.54230642,0.0999982550608181
45522,45522,0.0,0.0,0.0,14405592.491865078,178303379.54230642,0.0097416568905492
45523,45523,0.0444403504450669,55472880.71891347,0.0,183472063.0415848,178303379.54230642,0.1226905036540373
45524,45524,0.0010056209809753,1031288.8150440218,0.0,28146191.918852083,178303379.54230642,0.0286976302683416
45525,45525,0.0,0.0,0.0,917252399.5413324,178303379.54230642,0.9454047684229472
45526,45526,0.0,0.0,0.0,2899745462.925064,178303379.54230642,1.7992968318809173
45527,45527,0.0,0.0,0.0,66233500.78616613,178303379.54230642,0.060986857183593
45528,45528,0.0,0.0,0.0,96690571.15192096,178303379.54230642,0.0509493975997625
45529,45529,0.0,0.0,0.0,823205248.6464466,178303379.54230642,0.7232341538052338
45530,45530,0.0,0.0,0.0,394674071.6333517,178303379.54230642,0.6379762010409281
45531,45531,0.0,0.0,0.0,2831517637.153243,178303379.54230642,1.746360923601861
45532,45532,0.0,0.0,0.0,302948860.4851906,178303379.54230642,0.2580262782405643
45533,45533,0.0,0.0,0.0,94162629.4612909,178303379.54230642,0.0697688113006626
45534,45534,0.0,0.0,0.0,1208466822.4844408,178303379.54230642,1.0458350066659503
45535,45535,0.0,0.0,0.0,3368717380.09659,178303379.54230642,1.7992968318809173
45536,45536,0.3057252176707224,372911410.8873751,0.0,569534661.943569,178303379.54230642,0.4551007308736463
45537,45537,0.0374825423386438,45968393.62192382,0.0,575926336.013162,178303379.54230642,0.4666180923353711
45538,45538,0.0,0.0,0.0,3256824499.959867,178303379.54230642,1.8293487755896125
45539,45539,0.0,0.0,0.0,170534531.49515224,178303379.54230642,0.0897467474966959
45540,45540,0.0,0.0,0.0,1558681528.048378,178303379.54230642,1.0297408376721906
45541,45541,0.0,0.0,0.0,113328423.89560564,178303379.54230642,0.0973163526818413
45542,45542,0.0,0.0,0.0,1963693064.8560183,178303379.54230642,1.790783075522918
45543,45543,0.0451706134659775,44293044.84199375,0.0,127730285.11602762,178303379.54230642,0.1737760187114773
45544,45544,0.0,0.0,0.0,151198011.43103427,178303379.54230642,0.0983937124686611
45545,45545,0.0,0.0,0.0,1186337093.6754422,178303379.54230642,1.029133437073668
45546,45546,0.0,0.0,0.0,2187125572.0367494,178303379.54230642,1.8301842679575528
45547,45547,0.025383882068091,25307863.44304882,0.0,99450591.52975704,178303379.54230642,0.1027486643077953
45548,45548,0.0,0.0,0.0,97216499.93239476,178303379.54230642,0.0494378361926402
45549,45549,0.0,0.0,0.0,3578962374.4292173,178303379.54230642,1.7572599665235251
45550,45550,0.0,0.0,0.0,157065966.7206907,178303379.54230642,0.0893772375862982
45551,45551,0.0,0.0,0.0,3314569605.410399,178303379.54230642,1.9035325640483551
45552,45552,0.0,0.0,0.0,2160492665.811805,178303379.54230642,1.7980465292139438
45553,45553,0.0,0.0,0.0,2831180385.4402275,178303379.54230642,1.7460993776778548
45554,45554,0.1065948185741558,129495227.87036768,0.0,308159307.56008244,178303379.54230642,0.2245233874020642
45555,45555,0.0,0.0,0.0,1218109161.538959,178303379.54230642,0.825690368003771
45556,45556,0.0,0.0,0.0,312068698.0714058,178303379.54230642,0.2428688147737052
45557,45557,0.0,0.0,0.0,112323309.72366476,178303379.54230642,0.0561076205082739
45558,45558,0.3865570699709312,456262252.1474028,0.0,3008056167.9289308,178303379.54230642,2.125719352526238
45559,45559,0.0,0.0,0.0,449820933.3150652,178303379.54230642,0.3469185111292896
45560,45560,0.0,0.0,0.0,79245707.87552132,178303379.54230642,0.0797676473594525
45561,45561,0.0,0.0,0.0,144106253.01949745,178303379.54230642,0.1034782494830399
45562,45562,0.0,0.0,0.0,1217475663.1532862,178303379.54230642,0.7717067969918665
45563,45563,0.0106266267877903,12367172.757832471,0.0,2153647102.8936825,178303379.54230642,1.416237150631864
45564,45564,0.0714079182398397,75450580.59405558,0.0,2499850771.3318224,178303379.54230642,1.8562048771866488
45565,45565,0.0,0.0,0.0,3084819577.40777,178303379.54230642,1.7952785531035182
45566,45566,0.0,0.0,0.0,174608595.82204494,178303379.54230642,0.1110598277104051
45567,45567,0.113286095944683,116650523.01037352,0.0,2404980695.661302,178303379.54230642,1.9048256789938705
45568,45568,0.0,0.0,0.0,81514213.56369248,178303379.54230642,0.0598707167898035
45569,45569,0.0,0.0,0.0,330307005.15565526,178303379.54230642,0.2047547819565033
45570,45570,0.0,0.0,0.0,2469834392.348297,178303379.54230642,1.783898424280809
45571,45571,0.0,0.0,0.0,56388474.67676549,178303379.54230642,0.0782406802336579
45572,45572,0.0,0.0,0.0,329350254.0682609,178303379.54230642,0.208642269585294
45573,45573,0.0,0.0,0.0,2421577464.870257,178303379.54230642,1.790783075522918
45574,45574,0.0,0.0,0.0,2723325162.205528,178303379.54230642,1.765192713532976
45575,45575,0.0,0.0,0.0,2277469118.488728,178303379.54230642,1.783563860822252
45576,45576,0.0,0.0,0.0,3085827303.512256,178303379.54230642,1.733963604502654
45577,45577,0.0319784057925517,44210559.85633456,0.0,3345018415.1191726,178303379.54230642,1.786346765125786
45578,45578,0.0,0.0,0.0,257869084.9171668,178303379.54230642,0.24104349486623
45579,45579,0.0,0.0,0.0,278825062.7405212,178303379.54230642,0.3164696385628266
45580,45580,0.0,0.0,0.0,202109130.11002412,178303379.54230642,0.1766254896334402
45581,45581,0.0,0.0,0.0,168689337.90078318,178303379.54230642,0.0867483736295743
45582,45582,0.0,0.0,0.0,381876583.3276541,178303379.54230642,0.3704570948936224
45583,45583,0.0,0.0,0.0,1812495243.377072,178303379.54230642,1.767528646488738
45584,45584,0.3012037925770572,328175572.834074,0.0,379526764.28354406,178303379.54230642,0.3432327738890869
45585,45585,0.0,0.0,0.0,933306033.998703,178303379.54230642,0.7853716865890911
45586,45586,0.3435498970391028,482937729.3189072,0.0,550011732.9963921,178303379.54230642,0.379624261247967
45587,45587,0.0,0.0,0.0,576562620.796826,178303379.54230642,0.5821185841573163
45588,45588,0.0860586907095384,102073198.83572502,0.0,190511396.4697185,178303379.54230642,0.2118971405572874
45589,45589,0.0,0.0,0.0,2725928967.431688,178303379.54230642,1.7673105762344132
45590,45590,0.0,0.0,0.0,2735667273.2143445,178303379.54230642,1.7759480759971589
45591,45591,0.0,0.0,0.0,96277137.085304,178303379.54230642,0.0467896661375296
45592,45592,0.0,0.0,0.0,2752277017.402093,178303379.54230642,1.7887553128351787
45593,45593,0.0,0.0,0.0,1928397310.6525,178303379.54230642,1.0476330396761355
45594,45594,0.0072591685858212,6256105.715804024,0.0,2162627480.262557,178303379.54230642,1.8676048934545115
45595,45595,0.0026163354831437,3258926.8325192267,0.0,133435201.09701662,178303379.54230642,0.1478491265984175
45596,45596,0.0,0.0,0.0,2881062020.089679,178303379.54230642,1.7847969589468091
45597,45597,0.0,0.0,0.0,168559097.7555915,178303379.54230642,0.1233896037009102
45598,45598,0.0468265402906689,43254905.34863868,0.0,68579898.74025935,178303379.54230642,0.075650171136826
45599,45599,0.0,0.0,0.0,521285599.7481139,178303379.54230642,0.4703253378830284
45600,45600,0.0,0.0,0.0,3524745704.460988,178303379.54230642,2.150564971245673
45601,45601,0.0838130428978998,104572385.23942454,0.0,198004007.99324733,178303379.54230642,0.1708813781562876
45602,45602,0.0,0.0,0.0,76652636.8830572,178303379.54230642,0.0491254574837069
45603,45603,0.0,0.0,0.0,811645408.6841166,178303379.54230642,0.7456858207832241
45604,45604,0.0,0.0,0.0,60454077.02371253,178303379.54230642,0.0328864734555974
45605,45605,0.0,0.0,0.0,1557713155.476343,178303379.54230642,1.2969917338673476
45606,45606,0.0177288357184942,14045435.882675689,0.0,78138593.58544214,178303379.54230642,0.0842262535624449
45607,45607,0.2128036969231031,268293767.83110484,0.0,397297901.2893292,178303379.54230642,0.317843987036531
45608,45608,0.0,0.0,0.0,731713403.8086969,178303379.54230642,0.742884384825794
45609,45609,0.0,0.0,0.0,2968617328.280708,178303379.54230642,1.7438639403144198
45610,45610,0.0,0.0,0.0,79009336.07513925,178303379.54230642,0.0514765207974054
45611,45611,0.0253489727124923,23521967.26912957,0.0,2153931368.2006154,178303379.54230642,1.7923662287311646
45612,45612,0.0003957151125352,459197.689807845,0.0,72461106.53590544,178303379.54230642,0.0773914082625547
45613,45613,0.02543142979524,36759374.21582127,0.0,3377909929.718061,178303379.54230642,1.805934120063416
45614,45614,0.0,0.0,0.0,327639529.2118883,178303379.54230642,0.3077395602095348
45615,45615,0.0,0.0,0.0,3344849902.952558,178303379.54230642,1.7833522430480415
45616,45616,0.0314054974873023,30871267.440631963,0.0,147471811.38272452,178303379.54230642,0.131999049838891
45617,45617,0.0,0.0,0.0,2366916701.968266,178303379.54230642,1.7401959508730576
45618,45618,0.0,0.0,0.0,2070576707.9375448,178303379.54230642,1.7624630823879792
45619,45619,0.0,0.0,0.0,2564897343.7770634,178303379.54230642,1.790783075522918
45620,45620,0.0,0.0,0.0,2454118126.464103,178303379.54230642,1.769673639033202
45621,45621,0.0,0.0,0.0,42090442.96779542,178303379.54230642,0.0358706528584006
45622,45622,0.0618939826428078,67092220.56175926,0.0,307905025.8999399,178303379.54230642,0.2264649251326775
45623,45623,0.0,0.0,0.0,403651376.64097327,178303379.54230642,0.309530355205832
45624,45624,0.0,0.0,0.0,2326020363.298244,178303379.54230642,1.9704138105740627
45625,45625,0.0082456148984309,8593843.132764272,0.0,2536237902.6491017,178303379.54230642,1.766471000832314
45626,45626,0.0,0.0,0.0,89817508.26321784,178303379.54230642,0.0498213743492985
45627,45627,0.0,0.0,0.0,41890373.36308718,178303379.54230642,0.0304685889745962
45628,45628,0.0366705649875215,36990783.60043025,0.0,352136284.91117984,178303379.54230642,0.3023944750196674
45629,45629,0.2128366933072248,231125355.5328644,0.0,258834407.30262724,178303379.54230642,0.240727219995989
45630,45630,0.0,0.0,0.0,49150111.00067373,178303379.54230642,0.0366337548806478
45631,45631,0.0908206424028557,118079310.63913152,0.0,3098350255.408869,178303379.54230642,1.8100021311147807
45632,45632,0.0,0.0,0.0,956338088.5893524,178303379.54230642,0.6038057603708208
45633,45633,0.0,0.0,0.0,1674570474.498548,178303379.54230642,1.051562924932957
45634,45634,0.0,0.0,0.0,923062964.462,178303379.54230642,0.6924043154389218
45635,45635,0.0062551030498451,7896164.281329006,0.0,128272400.16612744,178303379.54230642,0.1057993811349656
45636,45636,0.0,0.0,0.0,2273677029.330277,178303379.54230642,1.7770545941536335
45637,45637,0.0,0.0,0.0,1133152715.0882134,178303379.54230642,1.2702195570458
45638,45638,0.0,0.0,0.0,91996058.8565473,178303379.54230642,0.1238384464854334
45639,45639,0.0,0.0,0.0,2289158826.7194858,178303379.54230642,1.7902717838384257
45640,45640,0.0,0.0,0.0,2156218731.4601784,178303379.54230642,1.7906252516817616
45641,45641,0.0,0.0,0.0,477967913.63347226,178303379.54230642,0.4510394128929192
45642,45642,0.0,0.0,0.0,2132751148.4965568,178303379.54230642,1.7700034641222435
45643,45643,0.0,0.0,0.0,2791093198.053706,178303379.54230642,1.782598086918151
45644,45644,0.0281345827343926,32311694.119424123,0.0,2684566975.174654,178303379.54230642,1.780177613506804
45645,45645,0.0,0.0,0.0,201976015.85793805,178303379.54230642,0.2182401973390375
45646,45646,0.1453287662597302,188429754.6229111,0.0,389457886.6363051,178303379.54230642,0.2643926442612992
45647,45647,0.081454072859407,79663133.04906455,0.0,2054965662.228203,178303379.54230642,1.6331279888465078
45648,45648,0.0,0.0,0.0,157530708.74858484,178303379.54230642,0.1508173553065687
45649,45649,0.0,0.0,0.0,2692875958.9346566,178303379.54230642,1.9067111301926585
45650,45650,0.0,0.0,0.0,292236973.1914077,178303379.54230642,0.2295819366766926
45651,45651,0.0,0.0,0.0,2395329911.5238824,178303379.54230642,1.76541219621709
45652,45652,0.0,0.0,0.0,2739304698.76959,178303379.54230642,1.7805367821795013
45653,45653,0.0658400510333668,84712998.48430625,0.0,3212195580.701201,178303379.54230642,1.9360863719376695
45654,45654,0.0,0.0,0.0,290390554.62313616,178303379.54230642,0.2092880918070013
45655,45655,0.3540485226929218,496132734.6696208,0.0,531952014.75061625,178303379.54230642,0.3822575675691196
45656,45656,0.0325736615240677,34362617.32274685,0.0,94499519.26306953,178303379.54230642,0.0848288275738807
45657,45657,0.0076220087754739,9697675.524492947,0.0,2891888631.28797,178303379.54230642,1.793295125865485
45658,45658,0.4558112579778747,497513728.44473904,0.0,683895452.9992739,178303379.54230642,0.6383941710262322
45659,45659,0.0,0.0,0.0,2415648535.477516,178303379.54230642,1.7348857831130955
45660,45660,0.0,0.0,0.0,1964596178.482401,178303379.54230642,1.7682329932563083
45661,45661,0.0080837775264532,8084439.602601492,0.0,45636520.24869469,178303379.54230642,0.0540702316825605
45662,45662,0.0,0.0,0.0,53859020.299427,178303379.54230642,0.0617102910247069
45663,45663,0.0,0.0,0.0,2542818560.4639688,178303379.54230642,1.773591735086287
45664,45664,0.1696998964422322,192198922.11403295,0.0,915580769.4522952,178303379.54230642,0.8071577895394157
45665,45665,0.0,0.0,0.0,262667498.44390136,178303379.54230642,0.2157210250688543
45666,45666,0.0368506506437109,47496697.7873503,0.0,210208379.97511303,178303379.54230642,0.1316476379791515
45667,45667,0.0,0.0,0.0,1423395972.4775543,178303379.54230642,0.8783075470120952
45668,45668,0.0,0.0,0.0,29255858.25304193,178303379.54230642,0.0320801609281311
45669,45669,0.0,0.0,0.0,356133140.5458914,178303379.54230642,0.2633718618318845
45670,45670,0.0,0.0,0.0,2732477227.079732,178303379.54230642,1.7726394611762066
45671,45671,0.0,0.0,0.0,2556453758.987736,178303379.54230642,2.013734481939514
45672,45672,0.0239429448540839,25157862.605452284,0.0,2493332300.494613,178303379.54230642,1.8056033364854416
45673,45673,0.0,0.0,0.0,1557525479.433044,178303379.54230642,1.2935976818088315
45674,45674,0.0,0.0,0.0,146002269.97373515,178303379.54230642,0.1454598152348971
45675,45675,0.0,0.0,0.0,3343114193.977285,178303379.54230642,1.782192479014033
45676,45676,0.0,0.0,0.0,385609114.2352372,178303379.54230642,0.6343068064326428
45677,45677,0.0,0.0,0.0,335226668.8085849,178303379.54230642,0.2314580442182089
45678,45678,0.0025078370635446,2804595.6146367006,0.0,172405281.9507969,178303379.54230642,0.1215602080425775
45679,45679,0.5683170117830827,444960609.8049543,0.0,477794012.9305481,178303379.54230642,0.6107623102359294
45680,45680,0.0,0.0,0.0,151849842.61483103,178303379.54230642,0.1199864304994512
45681,45681,0.0,0.0,0.0,1116197935.1322322,178303379.54230642,0.755743869534348
45682,45682,0.0,0.0,0.0,2832986718.0907617,178303379.54230642,1.7454828513584943
45683,45683,0.0,0.0,0.0,213903869.83351448,178303379.54230642,0.1485176931379775
45684,45684,0.0,0.0,0.0,791374785.8699045,178303379.54230642,0.6107593313218694
45685,45685,0.0,0.0,0.0,2514428745.999751,178303379.54230642,2.0100131314616085
45686,45686,0.0,0.0,0.0,3028749195.883965,178303379.54230642,1.7883091232907975
45687,45687,0.0,0.0,0.0,2969132075.970064,178303379.54230642,1.8834570495303389
45688,45688,0.0,0.0,0.0,593013080.0388412,178303379.54230642,0.3733162860511685
45689,45689,0.0,0.0,0.0,473041596.977892,178303379.54230642,0.4325181556495445
45690,45690,0.0,0.0,0.0,533914063.4293735,178303379.54230642,0.3348135639069134
45691,45691,0.0,0.0,0.0,91625957.87252828,178303379.54230642,0.0732236587646554
45692,45692,0.0,0.0,0.0,92191382.35120282,178303379.54230642,0.0764762977520538
45693,45693,0.0,0.0,0.0,112413066.48236977,178303379.54230642,0.1028622216543366
45694,45694,0.0,0.0,0.0,82624488.03554662,178303379.54230642,0.1000772478461081
45695,45695,0.0296930504330775,42149319.18552696,0.0,2944299255.367003,178303379.54230642,1.5842351978934637
45696,45696,0.0,0.0,0.0,1958449921.541176,178303379.54230642,1.7847969589468091
45697,45697,0.0,0.0,0.0,838962491.6898208,178303379.54230642,0.7438855601389641
45698,45698,0.0,0.0,0.0,3082425149.034861,178303379.54230642,1.7958886258961584
45699,45699,0.0,0.0,0.0,1994376269.716113,178303379.54230642,1.832850247374208
45700,45700,0.0404350633673408,42651106.25208366,0.0,51889320.37168704,178303379.54230642,0.0463140317954651
45701,45701,0.0,0.0,0.0,2148655827.691607,178303379.54230642,1.785673117090011
45702,45702,0.0,0.0,0.0,175849343.44647235,178303379.54230642,0.1510901634196153
45703,45703,0.0,0.0,0.0,467397165.38603073,178303379.54230642,0.4380084926564382
45704,45704,0.0741922791104538,83506559.2615714,0.0,150221336.84694192,178303379.54230642,0.1285838186692804
45705,45705,0.0,0.0,0.0,338414408.9919826,178303379.54230642,0.3130341107156844
45706,45706,0.0,0.0,0.0,2685645895.8171844,178303379.54230642,1.7183828395131704
45707,45707,0.0,0.0,0.0,63075255.604644574,178303379.54230642,0.0551990581952023
45708,45708,0.0463979345278814,45972787.587302014,0.0,55399033.971291095,178303379.54230642,0.0565211636099106
45709,45709,0.0,0.0,0.0,265413518.40122455,178303379.54230642,0.1393026734440758
45710,45710,0.0,0.0,0.0,2424810931.6534467,178303379.54230642,1.7431718771673432
45711,45711,0.0,0.0,0.0,33198779.5822891,178303379.54230642,0.0272558532607107
45712,45712,0.4393062210444823,424925968.2878785,0.0,436342610.2728321,178303379.54230642,0.4490531055703727
45713,45713,0.3411413091872238,400588895.58945566,0.0,618994118.4646266,178303379.54230642,0.4888831106402977
45714,45714,0.0503130785403488,58618486.17022775,0.0,235930504.34814343,178303379.54230642,0.1689374965289092
45715,45715,0.0,0.0,0.0,1927053630.7394104,178303379.54230642,1.0715125665889462
45716,45716,0.0,0.0,0.0,3662917814.1582193,178303379.54230642,2.0987021179210164
45717,45717,0.0,0.0,0.0,2308253630.446459,178303379.54230642,1.814199983612875
45718,45718,0.0,0.0,0.0,3144456146.8300185,178303379.54230642,1.8318737965333567
45719,45719,0.0292228062207717,28325326.48707182,0.0,2293651485.919276,178303379.54230642,1.7982025437926934
45720,45720,0.0,0.0,0.0,3331500433.0599413,178303379.54230642,1.7744327429080406
45721,45721,0.0,0.0,0.0,625972234.0985923,178303379.54230642,0.5503729254894564
45722,45722,0.0022039573213646,1948411.3917857336,0.0,68336304.39334236,178303379.54230642,0.0804807420476169
45723,45723,0.5570096880022619,735630171.8330078,0.0,790958226.5651844,178303379.54230642,0.5995175663492789
45724,45724,0.0,0.0,0.0,543649856.6467482,178303379.54230642,0.4458205907527683
45725,45725,0.0,0.0,0.0,1188033406.14901,178303379.54230642,1.03095133975451
45726,45726,0.0,0.0,0.0,1681999853.035466,178303379.54230642,1.0775176458527012
45727,45727,0.0,0.0,0.0,3350679941.1201186,178303379.54230642,1.7872471317067835
45728,45728,0.0,0.0,0.0,122599073.34210356,178303379.54230642,0.1433429743765241
45729,45729,0.2439253783999037,301469446.9344997,0.0,644696646.8065331,178303379.54230642,0.5012421066746363
45730,45730,0.0,0.0,0.0,2650557266.2413244,178303379.54230642,1.872451480227575
45731,45731,0.0854611945315839,112213772.64290585,0.0,273847048.2949024,178303379.54230642,0.2284450202477402
45732,45732,0.0,0.0,0.0,1124824475.8328044,178303379.54230642,0.7493225028552835
45733,45733,0.4431205363591442,540030370.2829043,0.0,1016718667.5587902,178303379.54230642,0.7502318444403981
45734,45734,0.3475457235472364,460348490.2246212,0.0,592594866.6256133,178303379.54230642,0.4316747135399038
45735,45735,0.0,0.0,0.0,2808763260.724923,178303379.54230642,2.000442854615541
45736,45736,0.0,0.0,0.0,188118247.70135173,178303379.54230642,0.120704237473981
45737,45737,0.0,0.0,0.0,110539311.84749164,178303379.54230642,0.0836537425358647
45738,45738,0.0,0.0,0.0,918553553.1234576,178303379.54230642,0.6135550689035653
45739,45739,0.0401673853831006,42331116.97326855,0.0,2582113372.9033384,178303379.54230642,1.808570885194453
45740,45740,0.0,0.0,0.0,585960153.9931446,178303379.54230642,0.3538978473001142
45741,45741,0.0318245789573023,34083866.60889366,0.0,207651310.83250448,178303379.54230642,0.1657923926809475
45742,45742,0.0316787927068174,34436459.7519522,0.0,301222861.831514,178303379.54230642,0.2445153767551012
45743,45743,0.0,0.0,0.0,2077950722.7733405,178303379.54230642,1.769673639033202
45744,45744,0.4046230838366189,372008049.2832525,0.0,581024520.8702153,178303379.54230642,0.6241704228545765
45745,45745,0.0,0.0,0.0,214780667.05664617,178303379.54230642,0.1326248364895984
45746,45746,0.1572543465780358,186795774.10206443,0.0,316250837.6649336,178303379.54230642,0.2495867668007415
45747,45747,0.0,0.0,0.0,1886640385.450556,178303379.54230642,1.857946535696984
45748,45748,0.1153779786417362,137480922.93669373,0.0,242016955.7610664,178303379.54230642,0.2394322534975445
45749,45749,0.0,0.0,0.0,2186751640.1336823,178303379.54230642,1.6333329723364562
45750,45750,0.0,0.0,0.0,2407755820.039725,178303379.54230642,1.7641018514415885
45751,45751,0.0,0.0,0.0,650537873.8672336,178303379.54230642,0.5162749337652636
45752,45752,0.0911371466454342,82855351.14992721,0.0,2254571333.244976,178303379.54230642,1.901276945628529
45753,45753,0.0517519749439012,46483166.73990293,0.0,2267325455.1574,178303379.54230642,1.8323548523052469
45754,45754,0.0,0.0,0.0,115044575.24084714,178303379.54230642,0.0508614288105125
45755,45755,0.0,0.0,0.0,442229660.44418406,178303379.54230642,0.288067003528662
45756,45756,0.5747860700844033,662988716.698825,0.0,847822107.2246543,178303379.54230642,0.7022284932440538
45757,45757,0.0495670371995144,61531553.04891945,0.0,94146692.40574785,178303379.54230642,0.077373123307072
45758,45758,0.0704182054619777,73923991.08089246,0.0,100911957.66242236,178303379.54230642,0.0978587526844505
45759,45759,0.0,0.0,0.0,1095982319.5432982,178303379.54230642,0.933885401571271
45760,45760,0.0,0.0,0.0,770406891.2401507,178303379.54230642,0.5547941768350475
45761,45761,0.0696400230629213,76516869.63359022,0.0,143140501.35315073,178303379.54230642,0.1253063527003729
45762,45762,0.0860891998636482,121927040.198186,0.0,299505330.682233,178303379.54230642,0.1910083755935468
45763,45763,0.0,0.0,0.0,291966773.75296265,178303379.54230642,0.1754047534263739
45764,45764,0.0,0.0,0.0,3334826391.557248,178303379.54230642,1.776803156486596
45765,45765,0.0134729971627402,13468953.933724312,0.0,100156904.81868447,178303379.54230642,0.0780274305694406
45766,45766,0.0,0.0,0.0,273089953.03083867,178303379.54230642,0.2545471055944371
45767,45767,0.0,0.0,0.0,3006288819.675708,178303379.54230642,1.8890267122397488
45768,45768,0.0,0.0,0.0,2479814661.5448227,178303379.54230642,1.540587009472704
45769,45769,0.0,0.0,0.0,2526538623.771476,178303379.54230642,1.7572599665235251
45770,45770,0.0,0.0,0.0,633425642.6755314,178303379.54230642,0.5102704683683026
45771,45771,0.2670224308154441,255319002.76541185,0.0,313027284.19617915,178303379.54230642,0.327572849847129
45772,45772,0.0,0.0,0.0,934684579.2369088,178303379.54230642,0.7933856951258094
45773,45773,0.0,0.0,0.0,3642607399.474805,178303379.54230642,1.7957003716564228
45774,45774,0.0,0.0,0.0,80305710.68871208,178303379.54230642,0.0786566924826229
45775,45775,0.0,0.0,0.0,2543753038.0548325,178303379.54230642,2.4345351354080416
45776,45776,0.0,0.0,0.0,2052390894.6834695,178303379.54230642,1.2801990106644592
45777,45777,0.0680555157145173,64312302.230032414,0.0,185918994.6951041,178303379.54230642,0.174675302702768
45778,45778,0.2377012136496499,255759047.76159397,0.0,349955693.6652225,178303379.54230642,0.3093253172989024
45779,45779,0.0,0.0,0.0,134697351.5511156,178303379.54230642,0.1196486112490557
45780,45780,0.315608623810087,367424305.3339875,0.0,451602532.5267905,178303379.54230642,0.3927145796913407
45781,45781,0.0,0.0,0.0,2748499402.0674624,178303379.54230642,1.7856809178966442
45782,45782,0.0,0.0,0.0,1757833224.9642522,178303379.54230642,1.0413615204211943
45783,45783,0.0532506034656008,66376874.59805417,0.0,2947438894.6877327,178303379.54230642,1.83804756241241
45784,45784,0.0152175112797382,14219123.217098037,0.0,149206089.67419422,178303379.54230642,0.1552000100642454
45785,45785,0.0,0.0,0.0,255327115.82802457,178303379.54230642,0.1494472663537519
45786,45786,0.0,0.0,0.0,2433115623.988216,178303379.54230642,1.80329963395118
45787,45787,0.0,0.0,0.0,2123087514.770882,178303379.54230642,1.7590597532253862
45788,45788,0.0,0.0,0.0,2302082340.753837,178303379.54230642,1.8057624193474355
45789,45789,0.0,0.0,0.0,2440677902.0275264,178303379.54230642,1.5645504227339768
45790,45790,0.0,0.0,0.0,369981628.8248465,178303379.54230642,0.2729444207595617
45791,45791,0.0,0.0,0.0,2477670335.6082635,178303379.54230642,1.7909895660836606
45792,45792,0.0,0.0,0.0,2405929098.2895336,178303379.54230642,1.7677598146854872
45793,45793,0.0,0.0,0.0,62088931.83199395,178303379.54230642,0.0615635823789391
45794,45794,0.0,0.0,0.0,1943135190.9507608,178303379.54230642,1.7673105762344132
45795,45795,0.0,0.0,0.0,59889213.85758279,178303379.54230642,0.0580206376083502
45796,45796,0.6549343002928508,901834241.6003742,0.0,1220404401.408026,178303379.54230642,0.8472731740242687
45797,45797,0.0,0.0,0.0,2275364026.467216,178303379.54230642,1.7785464646716391
45798,45798,0.0,0.0,0.0,41022517.19556626,178303379.54230642,0.0363925348820642
45799,45799,0.0865318180931502,81016740.8683509,0.0,2365164764.4082465,178303379.54230642,1.8749675010939453
45800,45800,0.0,0.0,0.0,3242916193.370053,178303379.54230642,1.9081604194816768
45801,45801,0.0,0.0,0.0,282554156.8358144,178303379.54230642,0.2842407685216914
45802,45802,0.0,0.0,0.0,1998695045.81146,178303379.54230642,1.8295130286421823
45803,45803,0.0,0.0,0.0,82081543.34272441,178303379.54230642,0.0765083367544502
45804,45804,0.0,0.0,0.0,252029109.6166149,178303379.54230642,0.1803894607546568
45805,45805,0.0,0.0,0.0,312738370.95600176,178303379.54230642,0.1583936247431551
45806,45806,0.0,0.0,0.0,3190302663.660658,178303379.54230642,1.8677022494754971
45807,45807,0.0,0.0,0.0,2490464347.4276824,178303379.54230642,1.831658109927813
45808,45808,0.0,0.0,0.0,313331039.49189025,178303379.54230642,0.1873302203056054
45809,45809,0.0,0.0,0.0,3008362101.35581,178303379.54230642,1.7713788009935216
45810,45810,0.0,0.0,0.0,3055152863.574176,178303379.54230642,1.7736727292605372
45811,45811,0.0,0.0,0.0,1114203257.3447614,178303379.54230642,0.867770212128606
45812,45812,0.0,0.0,0.0,87825854.17066377,178303379.54230642,0.0539307934925119
45813,45813,0.0,0.0,0.0,220813410.33085912,178303379.54230642,0.1883596133745513
45814,45814,0.0,0.0,0.0,1638485321.5615702,178303379.54230642,1.2931793629760793
45815,45815,0.0,0.0,0.0,109148381.30304462,178303379.54230642,0.0794994366898965
45816,45816,0.0,0.0,0.0,694488247.8271557,178303379.54230642,0.72793451067791
45817,45817,0.1243124128426304,116548930.87159409,0.0,124813427.569022,178303379.54230642,0.1303817294527376
45818,45818,0.0,0.0,0.0,3015645619.451149,178303379.54230642,2.3195052450672984
45819,45819,0.0,0.0,0.0,2833436949.2461085,178303379.54230642,2.4891492661406414
45820,45820,0.0890913286073893,131512282.06969395,0.0,170293706.84673485,178303379.54230642,0.1173033919128011
45821,45821,0.0889480974406013,76866385.73007926,0.0,146009787.6087979,178303379.54230642,0.200367532961431
